Auto	LfdNr	Datum	Betrag	Text	Beleg	Bez.am	Soll	Haben	Steuer	Kategorie	Abschluss	Konto
A	37814	19.11.2024	13,87	Barzahlung 19%		19.11.2024			19	Umsatzerlöse	4134	1600
A	37815	19.11.2024	121,7	ordersmart Online PayPal 7%		19.11.2024			7	Umsatzerlöse	4134	1600
A	37816	19.11.2024	4	ordersmart Online PayPal 19%		19.11.2024			19	Umsatzerlöse	4134	1600
A	37817	19.11.2024	104,7	ordersmart Online bezahlt 7%		19.11.2024			7	Umsatzerlöse	4134	1600
A	37818	19.11.2024	3,5	ordersmart Online bezahlt 19%		19.11.2024			19	Umsatzerlöse	4134	1600
A	37819	19.11.2024	93,42	ec-Karte 7%		19.11.2024			7	Umsatzerlöse	4134	1600
A	37820	19.11.2024	2,28	ec-Karte 19%		19.11.2024			19	Umsatzerlöse	4134	1600
A	37821	19.11.2024	-95,7	Abführung ec-Karte		19.11.2024			0	Abführung	4134	1600
A	37822	19.11.2024	-984,2	Abführung Online bezahlt		19.11.2024			0	Abführung	4134	1600
A	37823	19.11.2024	-125,7	Abführung Online PayPal		19.11.2024			0	Abführung	4134	1600
A	37824	20.11.2024	456,47	lieferando Online bezahlt 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37825	20.11.2024	30,15	lieferando Online bezahlt 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37826	20.11.2024	212,8	Barzahlung 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37827	20.11.2024	14,2	Barzahlung 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37828	20.11.2024	145	ordersmart Online PayPal 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37829	20.11.2024	3	ordersmart Online PayPal 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37830	20.11.2024	119,2	ordersmart Online bezahlt 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37831	20.11.2024	6	ordersmart Online bezahlt 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37832	20.11.2024	10,9	ec-Karte 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37833	20.11.2024	1	ec-Karte 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37834	20.11.2024	32,32	Online Bezahlt 7%		20.11.2024			7	Umsatzerlöse	4135	1600
A	37835	20.11.2024	1,5	Online Bezahlt 19%		20.11.2024			19	Umsatzerlöse	4135	1600
A	37836	20.11.2024	-33,82	Abführung Überweisung		20.11.2024			0	Abführung	4135	1600
A	37837	20.11.2024	-11,9	Abführung ec-Karte		20.11.2024			0	Abführung	4135	1600
A	37838	20.11.2024	-611,82	Abführung Online bezahlt		20.11.2024			0	Abführung	4135	1600
A	37839	20.11.2024	-148	Abführung Online PayPal		20.11.2024			0	Abführung	4135	1600
A	37840	21.11.2024	264,3	Barzahlung 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37841	21.11.2024	63,4	Barzahlung 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37842	21.11.2024	503,3	lieferando Online bezahlt 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37843	21.11.2024	40,1	lieferando Online bezahlt 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37844	21.11.2024	168,1	ordersmart Online PayPal 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37845	21.11.2024	6,5	ordersmart Online PayPal 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37846	21.11.2024	31,1	ec-Karte 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37847	21.11.2024	2,5	ec-Karte 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37848	21.11.2024	25,83	Online Bezahlt 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37849	21.11.2024	1,5	Online Bezahlt 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37850	21.11.2024	58,5	ordersmart Online bezahlt 7%		21.11.2024			7	Umsatzerlöse	4136	1600
A	37851	21.11.2024	3	ordersmart Online bezahlt 19%		21.11.2024			19	Umsatzerlöse	4136	1600
A	37852	21.11.2024	-27,33	Abführung Überweisung		21.11.2024			0	Abführung	4136	1600
A	37853	21.11.2024	-33,6	Abführung ec-Karte		21.11.2024			0	Abführung	4136	1600
A	37854	21.11.2024	-604,9	Abführung Online bezahlt		21.11.2024			0	Abführung	4136	1600
A	37855	21.11.2024	-174,6	Abführung Online PayPal		21.11.2024			0	Abführung	4136	1600
A	37856	21.11.2024	16,9	ordersmart Online bezahlt 7%		21.11.2024			7	Umsatzerlöse	4137	1600
A	37857	21.11.2024	1	ordersmart Online bezahlt 19%		21.11.2024			19	Umsatzerlöse	4137	1600
A	37858	21.11.2024	-17,9	Abführung Online bezahlt		21.11.2024			0	Abführung	4137	1600
A	37859	22.11.2024	761,2	Barzahlung 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37860	22.11.2024	22	Barzahlung 19%		22.11.2024			19	Umsatzerlöse	4138	1600
A	37861	22.11.2024	241,8	ordersmart Online bezahlt 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37862	22.11.2024	11,5	ordersmart Online bezahlt 19%		22.11.2024			19	Umsatzerlöse	4138	1600
A	37863	22.11.2024	1072,7	lieferando Online bezahlt 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37864	22.11.2024	69,15	lieferando Online bezahlt 19%		22.11.2024			19	Umsatzerlöse	4138	1600
A	37865	22.11.2024	373,5	ordersmart Online PayPal 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37866	22.11.2024	16,2	ordersmart Online PayPal 19%		22.11.2024			19	Umsatzerlöse	4138	1600
A	37867	22.11.2024	14,5	ec-Karte 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37868	22.11.2024	82,02	Online Bezahlt 7%		22.11.2024			7	Umsatzerlöse	4138	1600
A	37869	22.11.2024	1,5	Online Bezahlt 19%		22.11.2024			19	Umsatzerlöse	4138	1600
A	37870	22.11.2024	-83,52	Abführung Überweisung		22.11.2024			0	Abführung	4138	1600
A	37871	22.11.2024	-14,5	Abführung ec-Karte		22.11.2024			0	Abführung	4138	1600
A	37872	22.11.2024	-1395,15	Abführung Online bezahlt		22.11.2024			0	Abführung	4138	1600
A	37873	22.11.2024	-389,7	Abführung Online PayPal		22.11.2024			0	Abführung	4138	1600
A	37874	23.11.2024	700,2	Barzahlung 7%		23.11.2024			7	Umsatzerlöse	4139	1600
A	37875	23.11.2024	95,3	ec-Karte 7%		23.11.2024			7	Umsatzerlöse	4139	1600
A	37876	23.11.2024	424,9	ordersmart Online bezahlt 7%		23.11.2024			7	Umsatzerlöse	4139	1600
A	37877	23.11.2024	927,6	lieferando Online bezahlt 7%		23.11.2024			7	Umsatzerlöse	4139	1600
A	37878	23.11.2024	60,6	lieferando Online bezahlt 19%		23.11.2024			19	Umsatzerlöse	4139	1600
A	37879	23.11.2024	24,8	Barzahlung 19%		23.11.2024			19	Umsatzerlöse	4139	1600
A	37880	23.11.2024	191,1	ordersmart Online PayPal 7%		23.11.2024			7	Umsatzerlöse	4139	1600
A	37881	23.11.2024	5	ordersmart Online PayPal 19%		23.11.2024			19	Umsatzerlöse	4139	1600
A	37882	23.11.2024	6	ordersmart Online bezahlt 19%		23.11.2024			19	Umsatzerlöse	4139	1600
A	37883	23.11.2024	-95,3	Abführung ec-Karte		23.11.2024			0	Abführung	4139	1600
A	37884	23.11.2024	-1419,1	Abführung Online bezahlt		23.11.2024			0	Abführung	4139	1600
A	37885	23.11.2024	-196,1	Abführung Online PayPal		23.11.2024			0	Abführung	4139	1600
A	37886	24.11.2024	1463,99	lieferando Online bezahlt 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37887	24.11.2024	117,25	lieferando Online bezahlt 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37888	24.11.2024	576,4	Barzahlung 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37889	24.11.2024	23,45	Barzahlung 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37890	24.11.2024	163,9	ec-Karte 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37891	24.11.2024	170,4	ordersmart Online PayPal 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37892	24.11.2024	6	ordersmart Online PayPal 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37893	24.11.2024	6,7	ec-Karte 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37894	24.11.2024	265,8	ordersmart Online bezahlt 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37895	24.11.2024	9	ordersmart Online bezahlt 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37896	24.11.2024	149,14	Online Bezahlt 7%		24.11.2024			7	Umsatzerlöse	4140	1600
A	37897	24.11.2024	7,2	Online Bezahlt 19%		24.11.2024			19	Umsatzerlöse	4140	1600
A	37898	24.11.2024	-156,34	Abführung Überweisung		24.11.2024			0	Abführung	4140	1600
A	37899	24.11.2024	-170,6	Abführung ec-Karte		24.11.2024			0	Abführung	4140	1600
A	37900	24.11.2024	-1856,04	Abführung Online bezahlt		24.11.2024			0	Abführung	4140	1600
A	37901	24.11.2024	-176,4	Abführung Online PayPal		24.11.2024			0	Abführung	4140	1600
M	37902	25.11.2024	390	Schillerschule Hannover		22.11.2024			0			1600
A	37903	25.11.2024	56,1	ordersmart Online bezahlt 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37904	25.11.2024	14,4	ordersmart Online bezahlt 19%		25.11.2024			19	Umsatzerlöse	4141	1600
A	37905	25.11.2024	268,87	lieferando Online bezahlt 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37906	25.11.2024	26,5	lieferando Online bezahlt 19%		25.11.2024			19	Umsatzerlöse	4141	1600
A	37907	25.11.2024	299,01	Barzahlung 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37908	25.11.2024	17,05	Barzahlung 19%		25.11.2024			19	Umsatzerlöse	4141	1600
A	37909	25.11.2024	68,2	ec-Karte 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37910	25.11.2024	90,5	ordersmart Online PayPal 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37911	25.11.2024	12,15	Online Bezahlt 7%		25.11.2024			7	Umsatzerlöse	4141	1600
A	37912	25.11.2024	1	Online Bezahlt 19%		25.11.2024			19	Umsatzerlöse	4141	1600
A	37913	25.11.2024	2,5	ordersmart Online PayPal 19%		25.11.2024			19	Umsatzerlöse	4141	1600
A	37914	25.11.2024	-13,15	Abführung Überweisung		25.11.2024			0	Abführung	4141	1600
A	37915	25.11.2024	-68,2	Abführung ec-Karte		25.11.2024			0	Abführung	4141	1600
A	37916	25.11.2024	-365,87	Abführung Online bezahlt		25.11.2024			0	Abführung	4141	1600
A	37917	25.11.2024	-93	Abführung Online PayPal		25.11.2024			0	Abführung	4141	1600
A	37918	26.11.2024	323,7	ordersmart Online bezahlt 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37919	26.11.2024	10,5	ordersmart Online bezahlt 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37920	26.11.2024	596,44	Barzahlung 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37921	26.11.2024	23,6	Barzahlung 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37922	26.11.2024	579,52	lieferando Online bezahlt 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37923	26.11.2024	42,36	lieferando Online bezahlt 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37924	26.11.2024	76,4	ec-Karte 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37925	26.11.2024	4,2	ec-Karte 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37926	26.11.2024	88,6	ordersmart Online PayPal 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37927	26.11.2024	3	ordersmart Online PayPal 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37928	26.11.2024	46,4	Online Bezahlt 7%		26.11.2024			7	Umsatzerlöse	4142	1600
A	37929	26.11.2024	1	Online Bezahlt 19%		26.11.2024			19	Umsatzerlöse	4142	1600
A	37930	26.11.2024	-47,4	Abführung Überweisung		26.11.2024			0	Abführung	4142	1600
A	37931	26.11.2024	-80,6	Abführung ec-Karte		26.11.2024			0	Abführung	4142	1600
A	37932	26.11.2024	-956,08	Abführung Online bezahlt		26.11.2024			0	Abführung	4142	1600
A	37933	26.11.2024	-91,6	Abführung Online PayPal		26.11.2024			0	Abführung	4142	1600
A	37934	27.11.2024	800,3	lieferando Online bezahlt 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37935	27.11.2024	50,35	lieferando Online bezahlt 19%		27.11.2024			19	Umsatzerlöse	4143	1600
A	37936	27.11.2024	246,5	ordersmart Online bezahlt 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37937	27.11.2024	18,5	ordersmart Online bezahlt 19%		27.11.2024			19	Umsatzerlöse	4143	1600
A	37938	27.11.2024	24,01	Online Bezahlt 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37939	27.11.2024	305,3	Barzahlung 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37940	27.11.2024	7	Barzahlung 19%		27.11.2024			19	Umsatzerlöse	4143	1600
A	37941	27.11.2024	18,4	ec-Karte 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37942	27.11.2024	1,5	ec-Karte 19%		27.11.2024			19	Umsatzerlöse	4143	1600
A	37943	27.11.2024	127,2	ordersmart Online PayPal 7%		27.11.2024			7	Umsatzerlöse	4143	1600
A	37944	27.11.2024	4	ordersmart Online PayPal 19%		27.11.2024			19	Umsatzerlöse	4143	1600
A	37945	27.11.2024	-24,01	Abführung Überweisung		27.11.2024			0	Abführung	4143	1600
A	37946	27.11.2024	-19,9	Abführung ec-Karte		27.11.2024			0	Abführung	4143	1600
A	37947	27.11.2024	-1115,65	Abführung Online bezahlt		27.11.2024			0	Abführung	4143	1600
A	37948	27.11.2024	-131,2	Abführung Online PayPal		27.11.2024			0	Abführung	4143	1600
A	37949	28.11.2024	889,02	lieferando Online bezahlt 7%		28.11.2024			7	Umsatzerlöse	4144	1600
A	37950	28.11.2024	45,9	lieferando Online bezahlt 19%		28.11.2024			19	Umsatzerlöse	4144	1600
A	37951	28.11.2024	436,7	Barzahlung 7%		28.11.2024			7	Umsatzerlöse	4144	1600
A	37952	28.11.2024	13,5	Barzahlung 19%		28.11.2024			19	Umsatzerlöse	4144	1600
A	37953	28.11.2024	176,6	ec-Karte 7%		28.11.2024			7	Umsatzerlöse	4144	1600
A	37954	28.11.2024	1	ec-Karte 19%		28.11.2024			19	Umsatzerlöse	4144	1600
A	37955	28.11.2024	111	ordersmart Online PayPal 7%		28.11.2024			7	Umsatzerlöse	4144	1600
A	37956	28.11.2024	5,5	ordersmart Online PayPal 19%		28.11.2024			19	Umsatzerlöse	4144	1600
A	37957	28.11.2024	295,6	ordersmart Online bezahlt 7%		28.11.2024			7	Umsatzerlöse	4144	1600
A	37958	28.11.2024	19,9	ordersmart Online bezahlt 19%		28.11.2024			19	Umsatzerlöse	4144	1600
A	37959	28.11.2024	-177,6	Abführung ec-Karte		28.11.2024			0	Abführung	4144	1600
A	37960	28.11.2024	-1250,42	Abführung Online bezahlt		28.11.2024			0	Abführung	4144	1600
A	37961	28.11.2024	-116,5	Abführung Online PayPal		28.11.2024			0	Abführung	4144	1600
A	37962	29.11.2024	240,3	ordersmart Online PayPal 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37963	29.11.2024	9,5	ordersmart Online PayPal 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37964	29.11.2024	765,3	Barzahlung 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37965	29.11.2024	29,15	Barzahlung 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37966	29.11.2024	1036,41	lieferando Online bezahlt 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37967	29.11.2024	57,85	lieferando Online bezahlt 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37968	29.11.2024	212,4	ordersmart Online bezahlt 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37969	29.11.2024	10	ordersmart Online bezahlt 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37970	29.11.2024	117,5	ec-Karte 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37971	29.11.2024	4,2	ec-Karte 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37972	29.11.2024	41,8	Online Bezahlt 7%		29.11.2024			7	Umsatzerlöse	4145	1600
A	37973	29.11.2024	1	Online Bezahlt 19%		29.11.2024			19	Umsatzerlöse	4145	1600
A	37974	29.11.2024	-42,8	Abführung Überweisung		29.11.2024			0	Abführung	4145	1600
A	37975	29.11.2024	-121,7	Abführung ec-Karte		29.11.2024			0	Abführung	4145	1600
A	37976	29.11.2024	-1316,66	Abführung Online bezahlt		29.11.2024			0	Abführung	4145	1600
A	37977	29.11.2024	-249,8	Abführung Online PayPal		29.11.2024			0	Abführung	4145	1600
A	37978	30.11.2024	390,5	ordersmart Online bezahlt 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37979	30.11.2024	13,5	ordersmart Online bezahlt 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37980	30.11.2024	1286,56	lieferando Online bezahlt 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37981	30.11.2024	61,75	lieferando Online bezahlt 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37982	30.11.2024	573,8	Barzahlung 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37983	30.11.2024	27,4	Barzahlung 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37984	30.11.2024	54,18	Online Bezahlt 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37985	30.11.2024	2	Online Bezahlt 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37986	30.11.2024	163,7	ec-Karte 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37987	30.11.2024	1	ec-Karte 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37988	30.11.2024	288,4	ordersmart Online PayPal 7%		30.11.2024			7	Umsatzerlöse	4146	1600
A	37989	30.11.2024	10,7	ordersmart Online PayPal 19%		30.11.2024			19	Umsatzerlöse	4146	1600
A	37990	30.11.2024	-56,18	Abführung Überweisung		30.11.2024			0	Abführung		1600
A	37991	30.11.2024	-164,7	Abführung ec-Karte		30.11.2024			0	Abführung		
