Auto	LfdNr	Datum	Betrag	Text	Beleg	Bez.am	Soll	Haben	Steuer	Kategorie	Abschluss	Konto
A	37941	27.11.2024	18,40	ec-Karte 7%		27.11.2024			7,00	Umsatzerlöse	4143	1
A	37942	27.11.2024	1,50	ec-Karte 19%		27.11.2024			19,00	Umsatzerlöse	4143	1
A	37943	27.11.2024	127,20	ordersmart Online PayPal 7%		27.11.2024			7,00	Umsatzerlöse	4143	1
A	37944	27.11.2024	4,00	ordersmart Online PayPal 19%		27.11.2024			19,00	Umsatzerlöse	4143	1
A	37945	27.11.2024	-24,01	Abführung Überweisung		27.11.2024			0,00	Abführung	4143	1
A	37946	27.11.2024	-19,90	Abführung ec-Karte		27.11.2024			0,00	Abführung	4143	1
A	37947	27.11.2024	-1115,65	Abführung Online bezahlt		27.11.2024			0,00	Abführung	4143	1
A	37948	27.11.2024	-131,20	Abführung Online PayPal		27.11.2024			0,00	Abführung	4143	1
A	37949	28.11.2024	889,02	lieferando Online bezahlt 7%		28.11.2024			7,00	Umsatzerlöse	4144	1
A	37950	28.11.2024	45,90	lieferando Online bezahlt 19%		28.11.2024			19,00	Umsatzerlöse	4144	1
A	37951	28.11.2024	436,70	Barzahlung 7%		28.11.2024			7,00	Umsatzerlöse	4144	1
A	37952	28.11.2024	13,50	Barzahlung 19%		28.11.2024			19,00	Umsatzerlöse	4144	1
A	37953	28.11.2024	176,60	ec-Karte 7%		28.11.2024			7,00	Umsatzerlöse	4144	1
A	37954	28.11.2024	1,00	ec-Karte 19%		28.11.2024			19,00	Umsatzerlöse	4144	1
A	37955	28.11.2024	111,00	ordersmart Online PayPal 7%		28.11.2024			7,00	Umsatzerlöse	4144	1
A	37956	28.11.2024	5,50	ordersmart Online PayPal 19%		28.11.2024			19,00	Umsatzerlöse	4144	1
A	37957	28.11.2024	295,60	ordersmart Online bezahlt 7%		28.11.2024			7,00	Umsatzerlöse	4144	1
A	37958	28.11.2024	19,90	ordersmart Online bezahlt 19%		28.11.2024			19,00	Umsatzerlöse	4144	1
A	37959	28.11.2024	-177,60	Abführung ec-Karte		28.11.2024			0,00	Abführung	4144	1
A	37960	28.11.2024	-1250,42	Abführung Online bezahlt		28.11.2024			0,00	Abführung	4144	1
A	37961	28.11.2024	-116,50	Abführung Online PayPal		28.11.2024			0,00	Abführung	4144	1
A	37962	29.11.2024	240,30	ordersmart Online PayPal 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37963	29.11.2024	9,50	ordersmart Online PayPal 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37964	29.11.2024	765,30	Barzahlung 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37965	29.11.2024	29,15	Barzahlung 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37966	29.11.2024	1036,41	lieferando Online bezahlt 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37967	29.11.2024	57,85	lieferando Online bezahlt 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37968	29.11.2024	212,40	ordersmart Online bezahlt 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37969	29.11.2024	10,00	ordersmart Online bezahlt 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37970	29.11.2024	117,50	ec-Karte 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37971	29.11.2024	4,20	ec-Karte 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37972	29.11.2024	41,80	Online Bezahlt 7%		29.11.2024			7,00	Umsatzerlöse	4145	1
A	37973	29.11.2024	1,00	Online Bezahlt 19%		29.11.2024			19,00	Umsatzerlöse	4145	1
A	37974	29.11.2024	-42,80	Abführung Überweisung		29.11.2024			0,00	Abführung	4145	1
A	37975	29.11.2024	-121,70	Abführung ec-Karte		29.11.2024			0,00	Abführung	4145	1
A	37976	29.11.2024	-1316,66	Abführung Online bezahlt		29.11.2024			0,00	Abführung	4145	1
A	37977	29.11.2024	-249,80	Abführung Online PayPal		29.11.2024			0,00	Abführung	4145	1
A	37978	30.11.2024	390,50	ordersmart Online bezahlt 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37979	30.11.2024	13,50	ordersmart Online bezahlt 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37980	30.11.2024	1286,56	lieferando Online bezahlt 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37981	30.11.2024	61,75	lieferando Online bezahlt 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37982	30.11.2024	573,80	Barzahlung 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37983	30.11.2024	27,40	Barzahlung 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37984	30.11.2024	54,18	Online Bezahlt 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37985	30.11.2024	2,00	Online Bezahlt 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37986	30.11.2024	163,70	ec-Karte 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37987	30.11.2024	1,00	ec-Karte 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37988	30.11.2024	288,40	ordersmart Online PayPal 7%		30.11.2024			7,00	Umsatzerlöse	4146	1
A	37989	30.11.2024	10,70	ordersmart Online PayPal 19%		30.11.2024			19,00	Umsatzerlöse	4146	1
A	37990	30.11.2024	-56,18	Abführung Überweisung		30.11.2024			0,00	Abführung	4146	1
A	37991	30.11.2024	-164,70	Abführung ec-Karte		30.11.2024			0,00	Abführung	4146	1
A	37992	30.11.2024	-1752,31	Abführung Online bezahlt		30.11.2024			0,00	Abführung	4146	1
A	37993	30.11.2024	-299,10	Abführung Online PayPal		30.11.2024			0,00	Abführung	4146	1
M	37994	30.11.2024	-423,69	Aspack GmbH		30.11.2024			0,00		4147	1
M	37996	30.11.2024	-7087,88	Bar personal auszahlung		30.11.2024			0,00		4147	1
